file,cwe,label,code
CWE78_OS_Command_Injection__wchar_t_environment_execl_52a.c,CWE78,good,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define COMMAND_INT_PATH L""%WINDIR%\\system32\\cmd.exe""
#define COMMAND_INT L""cmd.exe""
#define COMMAND_ARG1 L""/c""
#define COMMAND_ARG2 L""dir ""
#define COMMAND_ARG3 data
#else 
#include <unistd.h>
#define COMMAND_INT_PATH L""/bin/sh""
#define COMMAND_INT L""sh""
#define COMMAND_ARG1 L""-c""
#define COMMAND_ARG2 L""ls ""
#define COMMAND_ARG3 data
#endif
#define ENV_VARIABLE L""ADD""
#ifdef _WIN32
#define GETENV _wgetenv
#else
#define GETENV getenv
#endif
#ifdef _WIN32
#include <process.h>
#define EXECL _wexecl
#else 
#define EXECL execl
#endif
#ifndef OMITBAD
void CWE78_OS_Command_Injection__wchar_t_environment_execl_52b_badSink(wchar_t * data);
void CWE78_OS_Command_Injection__wchar_t_environment_execl_52_bad()
{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    {
        size_t dataLen = wcslen(data);
        wchar_t * environment = GETENV(ENV_VARIABLE);
        if (environment != NULL)
        {
            wcsncat(data+dataLen, environment, 100-dataLen-1);
        }
    }
    CWE78_OS_Command_Injection__wchar_t_environment_execl_52b_badSink(data);
}
#endif 
#ifndef OMITGOOD
void CWE78_OS_Command_Injection__wchar_t_environment_execl_52b_goodG2BSink(wchar_t * data);
static void goodG2B()
{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    wcscat(data, L""*.*"");
    CWE78_OS_Command_Injection__wchar_t_environment_execl_52b_goodG2BSink(data);
}
void CWE78_OS_Command_Injection__wchar_t_environment_execl_52_good()
{
    goodG2B();
}
#endif 
#ifdef INCLUDEMAIN
int main(int argc, char * argv[])
{
    srand( (unsigned)time(NULL) );
#ifndef OMITGOOD
    printLine(""Calling good()..."");
    CWE78_OS_Command_Injection__wchar_t_environment_execl_52_good();
    printLine(""Finished good()"");
#endif 
#ifndef OMITBAD
    printLine(""Calling bad()..."");
    CWE78_OS_Command_Injection__wchar_t_environment_execl_52_bad();
    printLine(""Finished bad()"");
#endif 
    return 0;
}
#endif"
CWE78_OS_Command_Injection__wchar_t_file_w32spawnl_54b.c,CWE78,good,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define COMMAND_INT_PATH L""%WINDIR%\\system32\\cmd.exe""
#define COMMAND_INT L""cmd.exe""
#define COMMAND_ARG1 L""/c""
#define COMMAND_ARG2 L""dir ""
#define COMMAND_ARG3 data
#else 
#include <unistd.h>
#define COMMAND_INT_PATH L""/bin/sh""
#define COMMAND_INT L""sh""
#define COMMAND_ARG1 L""-c""
#define COMMAND_ARG2 L""ls ""
#define COMMAND_ARG3 data
#endif
#ifdef _WIN32
#define FILENAME ""C:\\temp\\file.txt""
#else
#define FILENAME ""/tmp/file.txt""
#endif
#include <process.h>
#ifndef OMITBAD
void CWE78_OS_Command_Injection__wchar_t_file_w32spawnl_54c_badSink(wchar_t * data);
void CWE78_OS_Command_Injection__wchar_t_file_w32spawnl_54b_badSink(wchar_t * data)
{
    CWE78_OS_Command_Injection__wchar_t_file_w32spawnl_54c_badSink(data);
}
#endif 
#ifndef OMITGOOD
void CWE78_OS_Command_Injection__wchar_t_file_w32spawnl_54c_goodG2BSink(wchar_t * data);
void CWE78_OS_Command_Injection__wchar_t_file_w32spawnl_54b_goodG2BSink(wchar_t * data)
{
    CWE78_OS_Command_Injection__wchar_t_file_w32spawnl_54c_goodG2BSink(data);
}
#endif"
CWE78_OS_Command_Injection__char_file_w32_execv_14.c,CWE78,good,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define COMMAND_INT_PATH ""%WINDIR%\\system32\\cmd.exe""
#define COMMAND_INT ""cmd.exe""
#define COMMAND_ARG1 ""/c""
#define COMMAND_ARG2 ""dir ""
#define COMMAND_ARG3 data
#else 
#include <unistd.h>
#define COMMAND_INT_PATH ""/bin/sh""
#define COMMAND_INT ""sh""
#define COMMAND_ARG1 ""-c""
#define COMMAND_ARG2 ""ls ""
#define COMMAND_ARG3 data
#endif
#ifdef _WIN32
#define FILENAME ""C:\\temp\\file.txt""
#else
#define FILENAME ""/tmp/file.txt""
#endif
#include <process.h>
#define EXECV _execv
#ifndef OMITBAD
void CWE78_OS_Command_Injection__char_file_w32_execv_14_bad()
{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(globalFive==5)
    {
        {
            size_t dataLen = strlen(data);
            FILE * pFile;
            if (100-dataLen > 1)
            {
                pFile = fopen(FILENAME, ""r"");
                if (pFile != NULL)
                {
                    if (fgets(data+dataLen, (int)(100-dataLen), pFile) == NULL)
                    {
                        printLine(""fgets() failed"");
                        data[dataLen] = '\0';
                    }
                    fclose(pFile);
                }
            }
        }
    }
    {
        char *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        EXECV(COMMAND_INT_PATH, args);
    }
}
#endif 
#ifndef OMITGOOD
static void goodG2B1()
{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(globalFive!=5)
    {
        printLine(""Benign, fixed string"");
    }
    else
    {
        strcat(data, ""*.*"");
    }
    {
        char *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        EXECV(COMMAND_INT_PATH, args);
    }
}
static void goodG2B2()
{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(globalFive==5)
    {
        strcat(data, ""*.*"");
    }
    {
        char *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        EXECV(COMMAND_INT_PATH, args);
    }
}
void CWE78_OS_Command_Injection__char_file_w32_execv_14_good()
{
    goodG2B1();
    goodG2B2();
}
#endif 
#ifdef INCLUDEMAIN
int main(int argc, char * argv[])
{
    srand( (unsigned)time(NULL) );
#ifndef OMITGOOD
    printLine(""Calling good()..."");
    CWE78_OS_Command_Injection__char_file_w32_execv_14_good();
    printLine(""Finished good()"");
#endif 
#ifndef OMITBAD
    printLine(""Calling bad()..."");
    CWE78_OS_Command_Injection__char_file_w32_execv_14_bad();
    printLine(""Finished bad()"");
#endif 
    return 0;
}
#endif"
CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnlp_07.c,CWE78,bad,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define COMMAND_INT_PATH L""%WINDIR%\\system32\\cmd.exe""
#define COMMAND_INT L""cmd.exe""
#define COMMAND_ARG1 L""/c""
#define COMMAND_ARG2 L""dir ""
#define COMMAND_ARG3 data
#else 
#include <unistd.h>
#define COMMAND_INT_PATH L""/bin/sh""
#define COMMAND_INT L""sh""
#define COMMAND_ARG1 L""-c""
#define COMMAND_ARG2 L""ls ""
#define COMMAND_ARG3 data
#endif
#ifdef _WIN32
#include <winsock2.h>
#include <windows.h>
#include <direct.h>
#pragma comment(lib, ""ws2_32"") 
#define CLOSE_SOCKET closesocket
#else 
#include <sys/types.h>
#include <sys/socket.h>
#include <netinet/in.h>
#include <arpa/inet.h>
#define INVALID_SOCKET -1
#define SOCKET_ERROR -1
#define CLOSE_SOCKET close
#define SOCKET int
#endif
#define TCP_PORT 27015
#define IP_ADDRESS ""127.0.0.1""
#include <process.h>
static int staticFive = 5;
#ifndef OMITBAD
void CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnlp_07_bad()
{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(staticFive==5)
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            wchar_t *replace;
            SOCKET connectSocket = INVALID_SOCKET;
            size_t dataLen = wcslen(data);
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                connectSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (connectSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = inet_addr(IP_ADDRESS);
                service.sin_port = htons(TCP_PORT);
                if (connect(connectSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                recvResult = recv(connectSocket, (char *)(data + dataLen), sizeof(wchar_t) * (100 - dataLen - 1), 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                data[dataLen + recvResult / sizeof(wchar_t)] = L'\0';
                replace = wcschr(data, L'\r');
                if (replace)
                {
                    *replace = L'\0';
                }
                replace = wcschr(data, L'\n');
                if (replace)
                {
                    *replace = L'\0';
                }
            }
            while (0);
            if (connectSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(connectSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
    }
    _wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
}
#endif 
#ifndef OMITGOOD
static void goodG2B1()
{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(staticFive!=5)
    {
        printLine(""Benign, fixed string"");
    }
    else
    {
        wcscat(data, L""*.*"");
    }
    _wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
}
static void goodG2B2()
{
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(staticFive==5)
    {
        wcscat(data, L""*.*"");
    }
    _wspawnlp(_P_WAIT, COMMAND_INT, COMMAND_INT, COMMAND_ARG1, COMMAND_ARG3, NULL);
}
void CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnlp_07_good()
{
    goodG2B1();
    goodG2B2();
}
#endif 
#ifdef INCLUDEMAIN
int main(int argc, char * argv[])
{
    srand( (unsigned)time(NULL) );
#ifndef OMITGOOD
    printLine(""Calling good()..."");
    CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnlp_07_good();
    printLine(""Finished good()"");
#endif 
#ifndef OMITBAD
    printLine(""Calling bad()..."");
    CWE78_OS_Command_Injection__wchar_t_connect_socket_w32_spawnlp_07_bad();
    printLine(""Finished bad()"");
#endif 
    return 0;
}
#endif"
CWE78_OS_Command_Injection__char_environment_w32_execvp_12.c,CWE78,bad,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define COMMAND_INT_PATH ""%WINDIR%\\system32\\cmd.exe""
#define COMMAND_INT ""cmd.exe""
#define COMMAND_ARG1 ""/c""
#define COMMAND_ARG2 ""dir ""
#define COMMAND_ARG3 data
#else 
#include <unistd.h>
#define COMMAND_INT_PATH ""/bin/sh""
#define COMMAND_INT ""sh""
#define COMMAND_ARG1 ""-c""
#define COMMAND_ARG2 ""ls ""
#define COMMAND_ARG3 data
#endif
#define ENV_VARIABLE ""ADD""
#ifdef _WIN32
#define GETENV getenv
#else
#define GETENV getenv
#endif
#include <process.h>
#define EXECVP _execvp
#ifndef OMITBAD
void CWE78_OS_Command_Injection__char_environment_w32_execvp_12_bad()
{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(globalReturnsTrueOrFalse())
    {
        {
            size_t dataLen = strlen(data);
            char * environment = GETENV(ENV_VARIABLE);
            if (environment != NULL)
            {
                strncat(data+dataLen, environment, 100-dataLen-1);
            }
        }
    }
    else
    {
        strcat(data, ""*.*"");
    }
    {
        char *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        EXECVP(COMMAND_INT, args);
    }
}
#endif 
#ifndef OMITGOOD
static void goodG2B()
{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    if(globalReturnsTrueOrFalse())
    {
        strcat(data, ""*.*"");
    }
    else
    {
        strcat(data, ""*.*"");
    }
    {
        char *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
        EXECVP(COMMAND_INT, args);
    }
}
void CWE78_OS_Command_Injection__char_environment_w32_execvp_12_good()
{
    goodG2B();
}
#endif 
#ifdef INCLUDEMAIN
int main(int argc, char * argv[])
{
    srand( (unsigned)time(NULL) );
#ifndef OMITGOOD
    printLine(""Calling good()..."");
    CWE78_OS_Command_Injection__char_environment_w32_execvp_12_good();
    printLine(""Finished good()"");
#endif 
#ifndef OMITBAD
    printLine(""Calling bad()..."");
    CWE78_OS_Command_Injection__char_environment_w32_execvp_12_bad();
    printLine(""Finished bad()"");
#endif 
    return 0;
}
#endif"
CWE78_OS_Command_Injection__wchar_t_environment_w32_execvp_32.c,CWE78,bad,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define COMMAND_INT_PATH L""%WINDIR%\\system32\\cmd.exe""
#define COMMAND_INT L""cmd.exe""
#define COMMAND_ARG1 L""/c""
#define COMMAND_ARG2 L""dir ""
#define COMMAND_ARG3 data
#else 
#include <unistd.h>
#define COMMAND_INT_PATH L""/bin/sh""
#define COMMAND_INT L""sh""
#define COMMAND_ARG1 L""-c""
#define COMMAND_ARG2 L""ls ""
#define COMMAND_ARG3 data
#endif
#define ENV_VARIABLE L""ADD""
#ifdef _WIN32
#define GETENV _wgetenv
#else
#define GETENV getenv
#endif
#include <process.h>
#define EXECVP _wexecvp
#ifndef OMITBAD
void CWE78_OS_Command_Injection__wchar_t_environment_w32_execvp_32_bad()
{
    wchar_t * data;
    wchar_t * *dataPtr1 = &data;
    wchar_t * *dataPtr2 = &data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    {
        wchar_t * data = *dataPtr1;
        {
            size_t dataLen = wcslen(data);
            wchar_t * environment = GETENV(ENV_VARIABLE);
            if (environment != NULL)
            {
                wcsncat(data+dataLen, environment, 100-dataLen-1);
            }
        }
        *dataPtr1 = data;
    }
    {
        wchar_t * data = *dataPtr2;
        {
            wchar_t *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
            EXECVP(COMMAND_INT, args);
        }
    }
}
#endif 
#ifndef OMITGOOD
static void goodG2B()
{
    wchar_t * data;
    wchar_t * *dataPtr1 = &data;
    wchar_t * *dataPtr2 = &data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    {
        wchar_t * data = *dataPtr1;
        wcscat(data, L""*.*"");
        *dataPtr1 = data;
    }
    {
        wchar_t * data = *dataPtr2;
        {
            wchar_t *args[] = {COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL};
            EXECVP(COMMAND_INT, args);
        }
    }
}
void CWE78_OS_Command_Injection__wchar_t_environment_w32_execvp_32_good()
{
    goodG2B();
}
#endif 
#ifdef INCLUDEMAIN
int main(int argc, char * argv[])
{
    srand( (unsigned)time(NULL) );
#ifndef OMITGOOD
    printLine(""Calling good()..."");
    CWE78_OS_Command_Injection__wchar_t_environment_w32_execvp_32_good();
    printLine(""Finished good()"");
#endif 
#ifndef OMITBAD
    printLine(""Calling bad()..."");
    CWE78_OS_Command_Injection__wchar_t_environment_w32_execvp_32_bad();
    printLine(""Finished bad()"");
#endif 
    return 0;
}
#endif"
CWE78_OS_Command_Injection__char_file_popen_42.c,CWE78,bad,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define FULL_COMMAND ""dir ""
#else
#include <unistd.h>
#define FULL_COMMAND ""ls ""
#endif
#ifdef _WIN32
#define FILENAME ""C:\\temp\\file.txt""
#else
#define FILENAME ""/tmp/file.txt""
#endif
#ifdef _WIN32
#define POPEN _popen
#define PCLOSE _pclose
#else 
#define POPEN popen
#define PCLOSE pclose
#endif
#ifndef OMITBAD
static char * badSource(char * data)
{
    {
        size_t dataLen = strlen(data);
        FILE * pFile;
        if (100-dataLen > 1)
        {
            pFile = fopen(FILENAME, ""r"");
            if (pFile != NULL)
            {
                if (fgets(data+dataLen, (int)(100-dataLen), pFile) == NULL)
                {
                    printLine(""fgets() failed"");
                    data[dataLen] = '\0';
                }
                fclose(pFile);
            }
        }
    }
    return data;
}
void CWE78_OS_Command_Injection__char_file_popen_42_bad()
{
    char * data;
    char data_buf[100] = FULL_COMMAND;
    data = data_buf;
    data = badSource(data);
    {
        FILE *pipe;
        pipe = POPEN(data, ""w"");
        if (pipe != NULL)
        {
            PCLOSE(pipe);
        }
    }
}
#endif 
#ifndef OMITGOOD
static char * goodG2BSource(char * data)
{
    strcat(data, ""*.*"");
    return data;
}
static void goodG2B()
{
    char * data;
    char data_buf[100] = FULL_COMMAND;
    data = data_buf;
    data = goodG2BSource(data);
    {
        FILE *pipe;
        pipe = POPEN(data, ""w"");
        if (pipe != NULL)
        {
            PCLOSE(pipe);
        }
    }
}
void CWE78_OS_Command_Injection__char_file_popen_42_good()
{
    goodG2B();
}
#endif 
#ifdef INCLUDEMAIN
int main(int argc, char * argv[])
{
    srand( (unsigned)time(NULL) );
#ifndef OMITGOOD
    printLine(""Calling good()..."");
    CWE78_OS_Command_Injection__char_file_popen_42_good();
    printLine(""Finished good()"");
#endif 
#ifndef OMITBAD
    printLine(""Calling bad()..."");
    CWE78_OS_Command_Injection__char_file_popen_42_bad();
    printLine(""Finished bad()"");
#endif 
    return 0;
}
#endif"
CWE78_OS_Command_Injection__char_console_w32_execv_51a.c,CWE78,good,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define COMMAND_INT_PATH ""%WINDIR%\\system32\\cmd.exe""
#define COMMAND_INT ""cmd.exe""
#define COMMAND_ARG1 ""/c""
#define COMMAND_ARG2 ""dir ""
#define COMMAND_ARG3 data
#else 
#include <unistd.h>
#define COMMAND_INT_PATH ""/bin/sh""
#define COMMAND_INT ""sh""
#define COMMAND_ARG1 ""-c""
#define COMMAND_ARG2 ""ls ""
#define COMMAND_ARG3 data
#endif
#include <process.h>
#define EXECV _execv
#ifndef OMITBAD
void CWE78_OS_Command_Injection__char_console_w32_execv_51b_badSink(char * data);
void CWE78_OS_Command_Injection__char_console_w32_execv_51_bad()
{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    {
        size_t dataLen = strlen(data);
        if (100-dataLen > 1)
        {
            if (fgets(data+dataLen, (int)(100-dataLen), stdin) != NULL)
            {
                dataLen = strlen(data);
                if (dataLen > 0 && data[dataLen-1] == '\n')
                {
                    data[dataLen-1] = '\0';
                }
            }
            else
            {
                printLine(""fgets() failed"");
                data[dataLen] = '\0';
            }
        }
    }
    CWE78_OS_Command_Injection__char_console_w32_execv_51b_badSink(data);
}
#endif 
#ifndef OMITGOOD
void CWE78_OS_Command_Injection__char_console_w32_execv_51b_goodG2BSink(char * data);
static void goodG2B()
{
    char * data;
    char dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    strcat(data, ""*.*"");
    CWE78_OS_Command_Injection__char_console_w32_execv_51b_goodG2BSink(data);
}
void CWE78_OS_Command_Injection__char_console_w32_execv_51_good()
{
    goodG2B();
}
#endif 
#ifdef INCLUDEMAIN
int main(int argc, char * argv[])
{
    srand( (unsigned)time(NULL) );
#ifndef OMITGOOD
    printLine(""Calling good()..."");
    CWE78_OS_Command_Injection__char_console_w32_execv_51_good();
    printLine(""Finished good()"");
#endif 
#ifndef OMITBAD
    printLine(""Calling bad()..."");
    CWE78_OS_Command_Injection__char_console_w32_execv_51_bad();
    printLine(""Finished bad()"");
#endif 
    return 0;
}
#endif"
CWE78_OS_Command_Injection__char_listen_socket_system_66b.c,CWE78,good,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define FULL_COMMAND ""dir ""
#else
#include <unistd.h>
#define FULL_COMMAND ""ls ""
#endif
#ifdef _WIN32
#include <winsock2.h>
#include <windows.h>
#include <direct.h>
#pragma comment(lib, ""ws2_32"") 
#define CLOSE_SOCKET closesocket
#else
#include <sys/types.h>
#include <sys/socket.h>
#include <netinet/in.h>
#include <arpa/inet.h>
#define INVALID_SOCKET -1
#define SOCKET_ERROR -1
#define CLOSE_SOCKET close
#define SOCKET int
#endif
#define TCP_PORT 27015
#define LISTEN_BACKLOG 5
#ifdef _WIN32
#define SYSTEM system
#else 
#define SYSTEM system
#endif
#ifndef OMITBAD
void CWE78_OS_Command_Injection__char_listen_socket_system_66b_badSink(char * dataArray[])
{
    char * data = dataArray[2];
    if (SYSTEM(data) != 0)
    {
        printLine(""command execution failed!"");
        exit(1);
    }
}
#endif 
#ifndef OMITGOOD
void CWE78_OS_Command_Injection__char_listen_socket_system_66b_goodG2BSink(char * dataArray[])
{
    char * data = dataArray[2];
    if (SYSTEM(data) != 0)
    {
        printLine(""command execution failed!"");
        exit(1);
    }
}
#endif"
CWE78_OS_Command_Injection__wchar_t_listen_socket_w32spawnl_17.c,CWE78,good,"#include ""std_testcase.h""
#include <wchar.h>
#ifdef _WIN32
#define COMMAND_INT_PATH L""%WINDIR%\\system32\\cmd.exe""
#define COMMAND_INT L""cmd.exe""
#define COMMAND_ARG1 L""/c""
#define COMMAND_ARG2 L""dir ""
#define COMMAND_ARG3 data
#else 
#include <unistd.h>
#define COMMAND_INT_PATH L""/bin/sh""
#define COMMAND_INT L""sh""
#define COMMAND_ARG1 L""-c""
#define COMMAND_ARG2 L""ls ""
#define COMMAND_ARG3 data
#endif
#ifdef _WIN32
#include <winsock2.h>
#include <windows.h>
#include <direct.h>
#pragma comment(lib, ""ws2_32"") 
#define CLOSE_SOCKET closesocket
#else
#include <sys/types.h>
#include <sys/socket.h>
#include <netinet/in.h>
#include <arpa/inet.h>
#define INVALID_SOCKET -1
#define SOCKET_ERROR -1
#define CLOSE_SOCKET close
#define SOCKET int
#endif
#define TCP_PORT 27015
#define LISTEN_BACKLOG 5
#include <process.h>
#ifndef OMITBAD
void CWE78_OS_Command_Injection__wchar_t_listen_socket_w32spawnl_17_bad()
{
    int i;
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    for(i = 0; i < 1; i++)
    {
        {
#ifdef _WIN32
            WSADATA wsaData;
            int wsaDataInit = 0;
#endif
            int recvResult;
            struct sockaddr_in service;
            wchar_t *replace;
            SOCKET listenSocket = INVALID_SOCKET;
            SOCKET acceptSocket = INVALID_SOCKET;
            size_t dataLen = wcslen(data);
            do
            {
#ifdef _WIN32
                if (WSAStartup(MAKEWORD(2,2), &wsaData) != NO_ERROR)
                {
                    break;
                }
                wsaDataInit = 1;
#endif
                listenSocket = socket(AF_INET, SOCK_STREAM, IPPROTO_TCP);
                if (listenSocket == INVALID_SOCKET)
                {
                    break;
                }
                memset(&service, 0, sizeof(service));
                service.sin_family = AF_INET;
                service.sin_addr.s_addr = INADDR_ANY;
                service.sin_port = htons(TCP_PORT);
                if (bind(listenSocket, (struct sockaddr*)&service, sizeof(service)) == SOCKET_ERROR)
                {
                    break;
                }
                if (listen(listenSocket, LISTEN_BACKLOG) == SOCKET_ERROR)
                {
                    break;
                }
                acceptSocket = accept(listenSocket, NULL, NULL);
                if (acceptSocket == SOCKET_ERROR)
                {
                    break;
                }
                recvResult = recv(acceptSocket, (char *)(data + dataLen), sizeof(wchar_t) * (100 - dataLen - 1), 0);
                if (recvResult == SOCKET_ERROR || recvResult == 0)
                {
                    break;
                }
                data[dataLen + recvResult / sizeof(wchar_t)] = L'\0';
                replace = wcschr(data, L'\r');
                if (replace)
                {
                    *replace = L'\0';
                }
                replace = wcschr(data, L'\n');
                if (replace)
                {
                    *replace = L'\0';
                }
            }
            while (0);
            if (listenSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(listenSocket);
            }
            if (acceptSocket != INVALID_SOCKET)
            {
                CLOSE_SOCKET(acceptSocket);
            }
#ifdef _WIN32
            if (wsaDataInit)
            {
                WSACleanup();
            }
#endif
        }
    }
    _wspawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
}
#endif 
#ifndef OMITGOOD
static void goodG2B()
{
    int h;
    wchar_t * data;
    wchar_t dataBuffer[100] = COMMAND_ARG2;
    data = dataBuffer;
    for(h = 0; h < 1; h++)
    {
        wcscat(data, L""*.*"");
    }
    _wspawnl(_P_WAIT, COMMAND_INT_PATH, COMMAND_INT_PATH, COMMAND_ARG1, COMMAND_ARG3, NULL);
}
void CWE78_OS_Command_Injection__wchar_t_listen_socket_w32spawnl_17_good()
{
    goodG2B();
}
#endif 
#ifdef INCLUDEMAIN
int main(int argc, char * argv[])
{
    srand( (unsigned)time(NULL) );
#ifndef OMITGOOD
    printLine(""Calling good()..."");
    CWE78_OS_Command_Injection__wchar_t_listen_socket_w32spawnl_17_good();
    printLine(""Finished good()"");
#endif 
#ifndef OMITBAD
    printLine(""Calling bad()..."");
    CWE78_OS_Command_Injection__wchar_t_listen_socket_w32spawnl_17_bad();
    printLine(""Finished bad()"");
#endif 
    return 0;
}
#endif"
